gbpusd	hangseng	jpm	ms	nasdaq	nikkei	nya	sp500	usdeur	usdjpy	vix
1.4468	8.42	40.32	52.49	1843.0	11126.9199	0.0	1162.09		120.17	22.23
1.4464	11110.2998	40.53	56.6	1917.0	11166.3096	6434.8599	1184.9301		120.0	19.71
	11234.7002	40.7	56.35	1912.0	11275.0098	6407.0498	1179.21			20.56
1.4483	11300.5	40.1	54.55	1865.0	11189.4004	0.0	1161.51		120.67	22.0
1.4519	11242.4004	39.19	53.84	1843.0	10979.7598	0.0	1148.5601		119.51	23.03
1.4494	11315.5996	38.86	52.3	1792.0	10938.4502	6197.2598	1129.03		119.95	25.41
1.4505	8.54	39.02	53.35	1805.0	10713.5098	6215.6602	1133.58		119.04	24.92
1.4519					10409.6797				118.74	
1.446	11136.9004	39.44	52.2	1771.0	10772.5898	0.0	1132.9399		118.87	25.85
1.4526	10943.0996	37.98	51.71	1759.0	10598.79	6222.3198	1131.74		120.38	26.35
1.4527	10664.2998	36.58	49.5	1706.0	10650.3301	6104.3198	1106.4		121.25	28.61
1.4617	8.08	36.64	48.06	1688.0	10516.79	0.0	1085.78		120.21	30.99
1.4583	10366.2998	36.9	48.9	1695.0	10195.6904	0.0	1092.54		120.9	31.84
1.4693					10292.9502				118.85	
1.4633					9610.0996				119.46	
1.469					9613.0898				119.0	
1.4691					10008.8896				117.29	
1.4668	9319.3496	34.91	42.5	1580.0	9504.4102	0.0	1038.77		117.63	41.76
1.4624	9307.9004	34.5	42.2	1555.0	9679.8799	5692.5801	1032.74		117.41	38.87
1.4678	9558.1504	34.11	41.99	1528.0	9939.5996	5597.52	1016.1		117.27	40.56
1.4657	9317.9805	31.56	37.62	1471.0	9785.1602	0.0	984.54		116.2	43.74
1.4575	8934.2002	30.82	40.08	1423.0	9554.9902	5331.3799	965.8		116.62	42.66
1.4646	9284.5	32.26	42.55	1499.0	0.0	5513.3501	1003.45		117.46	37.75
1.4699	5.76	32.93	42.8	1502.0	9693.9697	0.0	1012.27		117.39	35.81
1.4749	5.74	32.27	43.63	1464.0	9641.7002	0.0	1007.04		117.88	35.26
1.4756	9600.79	32.8	44.31	1461.0	9696.5303	5628.3999	1018.61		119.64	34.0
1.4699	9950.7002	33.82	46.35	1499.0	9774.6797	0.0	1040.9399		119.13	31.93
1.4784	9950.7002	33.67	46.9	1480.0	9972.2803	5731.4902	1038.55		120.14	32.32
1.4661	9950.7002	34.65	47.05	1492.0	10136.5596	5803.0698	1051.33		120.8	31.18
1.4767	9897.1396	34.67	49.89	1581.0	9924.2305	0.0	1072.28		120.71	31.34
1.4771	10286.4004	34.16	49.89	1597.0	10205.4805	0.0	1069.63		120.57	31.97
1.481	6.28	33.41	48.37	1605.0	10205.8701	0.0	1071.38		120.3	33.39
1.4743	9967.8301	32.44	47.76	1606.0	0.0	5806.6699	1062.4399		119.83	35.12
1.4667	10358.9004	32.95	49.26	1570.0	10011.7695	0.0	1056.75		120.05	34.83
1.4505	10298.2002	33.39	50.6	1626.0	9964.8799	5919.9102	1080.99		120.29	31.6
1.4434	6.28	33.42	52.8	1701.0	10347.0098	5982.5098	1097.4301		121.37	31.5
1.4503	10274.0996	32.89	51.46	1703.0	10632.3496	5942.23	1091.65		121.43	35.27
1.4472	6.2	33.55	52.52	1696.0	10452.54	5940.5298	1089.98		121.03	35.31
1.4474	10148.5	33.94	52.6	1722.0	10637.8203	5977.0098	1097.54		121.23	32.88
1.4512	10260.7998	34.6	52.51	1646.0	10755.4502	5899.2998	1077.09		120.93	35.08
1.4445	6.66	34.14	51.35	1653.0	10474.8496	0.0	1068.61		121.02	34.95
1.4384	9825.8398	33.87	49.1	1671.0	10538.79	0.0	1073.48		121.28	34.11
1.4276	9797.54	35.31	50.74	1708.0	10565.4102	0.0	1089.9		122.03	32.25
1.4213	7.36	35.76	50.99	1704.0	10861.5596	0.0	1084.78		123.02	32.0
1.4233	10243.5	36.22	50.0	1732.0	10802.1504	0.0	1085.2		122.91	30.95
1.4298	10243.5	37.48	51.35	1775.0	10880.0996	0.0	1100.09		122.71	29.46
1.4329	7.64	37.55	52.09	1769.0	10795.1602	0.0	1104.61		123.13	28.42
1.4516	10178.0996	35.71	50.67	1700.0	10612.3096	5877.4102	1078.3		121.98	31.64
1.4565	10076.4004	35.51	49.92	1667.0	10512.8203	5781.0801	1059.79		121.61	33.46
1.4541	10074.0	35.36	48.92	1690.0	10366.3398	5776.8501	1059.78		122.4	33.56
1.4624	10158.7998	36.34	50.45	1746.0	10347.2803	5878.5698	1084.1		121.69	32.31
1.4633	7.78	36.04	51.47	1746.0	10383.7803	0.0	1087.2		121.6	30.71
1.4571	10430.7002	36.36	51.69	1794.0	10447.54	0.0	1102.84		121.62	30.5
1.4588	10356.0	37.54	53.17	1835.0	10633.7197	0.0	1118.86		121.07	28.8
1.4646	8.34	38.59	53.85	1838.0	10284.9805	0.0	1115.8		121.07	29.13
1.4552	10538.5996	38.8	53.76	1828.0	10431.79	6027.77	1118.54		120.79	28.62
1.4579	9.04	39.05	53.26	1828.0	10215.71	6033.48	1120.3101		120.18	27.44
1.4575	10592.5	38.8	53.34	1840.0	10081.5596	0.0	1118.33		120.12	29.35
1.443	10662.7998	39.35	55.89	1892.0	10030.5596	0.0	1139.09		121.45	26.47
1.4426	10950.0	39.65	58.2	1903.0	10086.7598	6127.27	1141.21		121.56	26.56
1.4318	9.7	39.55	57.24	1901.0	10489.8896	6130.54	1142.24		122.42	25.56
1.4292	11287.4004	39.41	55.7	1899.0	10649.0898	6120.3901	1138.65		122.74	25.07
1.414	11360.2998	40.1	57.41	1934.0	10727.9404	6178.1299	1151.0601		123.3	24.46
1.4172	11225.7998	39.4	56.88	1881.0	10575.6201	6157.29	1142.66		122.64	24.12
1.4132	9.6	38.84	56.54	1875.0	10661.0801	6128.1099	1137.03		123.15	24.19
1.413					10696.8203				123.88	
1.4083	9.7	39.39	57.87	1903.0	0.0	6194.2998	1150.34		124.42	23.25
1.4122	11392.0	39.49	59.52	1941.0	11064.2998	0.0	1157.42		124.27	23.79
1.4136	11261.5	39.8	57.75	1936.0	10948.8896	0.0	1149.5		123.95	24.0
1.4239	11066.2002	37.5	54.2	1888.0	10624.8096	6082.0098	1128.52		123.2	25.9
1.4225	11090.7002	38.06	56.25	1933.0	10655.96	0.0	1140.2		123.89	25.18
1.4259	9.88	37.72	55.5	1931.0	10697.4404	0.0	1139.45		123.15	23.84
1.4211	11155.2002	36.55	52.33	1905.0	10370.6201	6082.96	1129.9		123.81	25.77
1.4221	10.04	37.22	52.72	1963.0	10452.6504	6145.0298	1144.8		124.14	24.08
1.4174	11678.4004	39.02	55.87	2047.0	10713.8096	0.0	1170.35		124.25	23.02
1.4253	11745.7998	40.38	57.05	2054.0	10857.2803	6236.9199	1167.1		124.54	23.71
1.4314	11832.2002	39.77	55.66	2021.0	10796.8896	6208.79	1158.3101		125.61	23.49
1.4345	11784.9004	38.68	54.65	1992.0	10571.0098	0.0	1139.9301		126.17	25.62
1.4351	11693.0	38.5	54.85	2002.0	10473.9102	6091.6299	1136.76		126.28	25.3
1.4453	10.02	38.37	55.01	2011.0	10801.5195	6084.02	1137.0699		126.23	24.87
1.4465	11529.5	37.09	53.98	1947.0	10433.4502	0.0	1119.38		126.38	25.91
1.4516	9.6	36.04	52.55	1953.0	10511.6504	0.0	1123.09		127.36	24.63
1.4577	11465.7998	36.7	51.69	1987.0	10323.3496	0.0	1134.36		127.61	24.26
1.4571	9.48	37.19	53.56	2005.0	10432.1699	0.0	1142.92		127.91	23.29
1.4497	11565.2002	38.0	55.79	1983.0	10471.9297	0.0	1149.5601		128.1	22.58
1.4474	11601.0996	36.52	56.02	1919.0	10434.5195	6167.23	1139.9301		128.58	23.67
1.4388	9.46	35.75	55.26	1946.0	10335.4502	0.0	1144.89		129.55	22.5
1.4393	11209.7998	36.04	55.25	1944.0	0.0	0.0	1144.65		129.95	22.62
					10254.8096					
	11209.7998	36.31	55.45	1961.0	10192.5703	0.0	1149.37			22.29
1.4533	11359.5	36.32	55.4	1976.0	10457.6104	0.0	1157.13		131.34	21.59
1.4482	11431.5996	36.55	56.87	1987.0	10542.6201	6284.8101	1161.02		131.21	21.4
1.4556	11397.2002	36.35	55.94	1950.0	0.0	0.0	1148.08		130.97	23.8
					0.0					
1.4463	11350.7998	36.35	55.22	1979.0	0.0	0.0	1154.67		132.12	22.71
1.4418	11423.5	37.32	56.82	2044.0	0.0	0.0	1165.27		131.68	21.34
1.4413	11702.2002	39.0	59.64	2059.0	10871.4902	0.0	1172.51		131.08	20.45
1.4382	9.54	38.9	59.19	2037.0	10942.3604	6271.8101	1164.89		131.33	21.94
1.4418	11713.7002	38.6	57.95	2056.0	10695.5996	6235.4302	1160.71		132.55	21.83
1.4395	9.08	38.71	58.39	2045.0	10663.9805	6207.4102	1155.14		132.54	22.13
1.4451	11256.0996	39.14	58.95	2047.0	10538.4297	6210.8999	1156.55		132.59	22.36
1.4432	11166.5	38.34	57.56	2022.0	10441.5898	6161.0	1145.6		132.01	22.6
1.4493	11209.4004	37.31	56.36	1991.0	0.0	6122.6099	1138.41		131.63	23.58
1.4443	11013.5996	37.87	57.85	2001.0	10208.0498	6160.5698	1146.1899		131.27	22.7
1.4384	8.28	37.87	55.87	1944.0	10177.5801	0.0	1127.5699		131.85	23.45
1.437	11013.7998	36.85	57.64	1986.0	10128.1797	0.0	1138.88		132.05	22.25
1.4358	10973.0	35.91	56.62	1930.0	10293.3203	0.0	1127.58		132.77	22.52
1.4362					10280.25				132.6	
1.4284	8.68	35.76	55.35	1883.0	10050.9805	6072.1802	1119.3101		134.18	23.61
1.4255	10762.0996	35.75	55.46	1922.0	10040.9102	6107.6001	1128.1801		134.09	21.88
1.4225	8.72	35.9	54.4	1943.0	10074.0498	6121.3398	1132.15		134.38	21.15
1.4098	8.66	34.99	55.25	1938.0	10144.1396	0.0	1133.28		134.37	21.01
1.4092	10767.5	34.31	54.99	1944.0	10220.8496	6128.8501	1133.0601		133.35	21.14
1.4106	8.56	32.05	52.0	1893.0	10026.0303	0.0	1100.64		133.53	24.35
1.4134	10757.0	33.06	52.6	1913.0	9919.4805	6032.7402	1113.5699		132.97	23.22
1.4134	8.38	34.05	55.0	1934.0	9997.7998	6116.8999	1130.2		133.78	21.09
1.4138	10691.2002	32.16	53.41	1911.0	9791.4297	6087.9302	1122.2		133.87	21.12
1.4168	10721.2998	30.56	50.42	1856.0	9631.9297	5949.2002	1094.4399		132.96	24.87
1.4178	10609.2002	29.02	49.44	1839.0	9475.5996	5927.6299	1090.02		133.86	25.45
1.4144	8.02	29.44	48.92	1813.0	9420.8496	0.0	1083.51		133.55	26.09
1.4118	10409.7002	30.07	48.6	1782.0	9583.2695	0.0	1080.17		133.63	25.11
1.4168	10519.0	31.12	51.76	1819.0	9686.0596	0.0	1096.22		134.82	23.26
1.4215	10832.7002	31.84	52.15	1847.0	0.0	0.0	1111.9399		133.63	21.78
1.4304	8.0	31.49	50.8	1834.0	9877.9902	6042.6802	1107.5		132.87	21.62
1.4316	10832.7002	30.25	51.35	1859.0	9968.3496	6091.4199	1118.51		133.07	20.85
1.4284	8.2	30.21	52.06	1843.0	10081.0898	6086.8701	1116.48		132.35	21.77
1.4327	10961.9004	30.05	49.88	1805.0	10048.0996	6040.2402	1104.1801		132.66	22.37
1.429					10093.25				132.58	
1.429	10840.5	29.03	47.04	1751.0	9847.1602	0.0	1083.34		133.61	24.43
1.4278	10749.0996	29.41	47.77	1776.0	9834.1299	6017.9302	1097.98		133.87	22.66
1.4249	7.82	29.14	47.7	1716.0	10295.4199	5959.1401	1080.95		134.38	23.8
1.43	7.72	28.19	46.63	1725.0	10356.7803	6008.8398	1089.84		133.69	22.86
1.428	10496.0	29.0	48.75	1770.0	10296.4697	6094.2798	1109.4301		133.82	21.84
1.4259	7.54	28.96	48.75	1767.0	10202.6299	6104.6401	1109.38		134.33	21.68
1.4168	10648.7002	28.96	48.33	1752.0	10573.0898	0.0	1109.89		134.56	21.49
1.4142	7.14	29.25	49.12	1731.0	10587.8301	0.0	1106.73		133.75	21.59
1.4184	10425.2998	29.66	50.24	1803.0	10812.0	6224.02	1131.78		133.27	19.96
1.4217	10704.0996	32.5	53.75	1859.0	11450.2197	6332.5	1153.84		132.05	20.5
1.4205	7.46	32.51	54.96	1866.0	11348.4502	6287.25	1146.14		132.28	20.3
1.4219	7.4	34.05	56.36	1890.0	11358.5303	6377.1201	1162.77		130.91	19.94
1.4251	7.42	34.05	55.22	1882.0	11648.3398	6353.75	1157.54		127.4	20.04
1.4225	11233.2002	34.74	56.86	1930.0	11885.79	0.0	1164.3101		128.1	19.27
1.4219	11318.9004	36.3	56.46	1929.0	11919.2998	6388.8599	1168.26		127.95	19.84
1.411	11273.9004	36.25	56.48	1897.0	11607.3301	6392.98	1165.58		128.75	19.59
1.413	11217.5	35.37	55.32	1862.0	11415.3096	0.0	1154.09		129.46	19.46
1.4211	11303.7002	35.11	54.68	1854.0	11568.8203	0.0	1153.04		128.78	19.2
1.4253	11210.2002	36.01	56.47	1868.0	11648.0098	6419.6299	1166.16		128.99	18.42
1.4247	11230.5996	35.34	56.82	1877.0	11498.3799	0.0	1165.55		131.35	18.93
1.4245	11222.7998	36.09	57.88	1881.0	11792.8203	6445.0098	1170.29		131.75	18.16
1.4257	11036.5996	35.19	56.77	1833.0	11526.7803	6369.2998	1151.85		131.51	18.46
1.4263	10829.7002	34.79	56.82	1869.0	0.0	6363.48	1153.59		132.04	18.15
1.4267	7.1	35.2	55.95	1851.0	11345.0801	0.0	1148.7		132.88	17.77
1.4257	10836.5996	34.95	54.85	1812.0	11261.0898	6264.2002	1131.87		133.31	18.48
1.4269	10786.9004	35.15	55.79	1824.0	11207.9199	6298.5601	1138.49		132.76	18.13
1.4223	7.0	35.5	56.66	1827.0	11323.6797	6342.6499	1144.58		132.68	17.7
1.4241	11032.9004	35.65	57.31	1845.0	11333.1104	6348.79	1147.39		132.55	17.4
					11024.9404					
	11032.9004	35.61	56.89	1863.0	11028.7002	6327.1099	1146.54			18.73
1.4407	10878.0	35.31	56.79	1804.0	11204.4902	0.0	1136.76		133.3	19.16
1.437	10834.0	35.01	55.66	1784.0	11400.71	6245.6899	1125.4		132.63	20.2
1.4376	6.78	34.44	55.99	1790.0	11379.2002	6249.1802	1126.34		131.94	19.78
1.4353	10831.4004	34.86	55.91	1770.0	11335.4902	6246.54	1122.73		131.74	19.13
1.4329	10723.7002	34.98	55.68	1786.0	11352.8896	6255.8398	1125.29		131.4	19.61
1.432	10733.7002	35.19	55.25	1743.0	11114.4902	6247.3799	1117.8		131.06	19.47
1.436	10643.0996	35.04	54.51	1767.0	11218.5801	6315.8999	1130.47		130.79	18.19
1.4388	10744.9004	33.46	51.64	1725.0	11147.2695	0.0	1103.6899		131.53	20.3
1.4368	10710.5	34.28	53.09	1756.0	10962.9805	6217.3501	1111.01		132.06	19.42
1.4378	6.38	34.4	52.66	1754.0	11137.2998	0.0	1102.55		131.53	19.82
1.4393	10788.5	35.38	54.88	1817.0	11346.6602	0.0	1128.37		131.11	18.11
1.4426	11090.5996	37.27	55.03	1811.0	11543.71	0.0	1126.0699		130.73	18.43
1.4474	6.2	37.26	55.19	1802.0	11575.7305	6269.6899	1124.47		129.89	19.29
1.447	6.14	37.76	55.01	1797.0	11512.0098	6278.4702	1125.17		130.52	18.3
1.4497	11139.4004	36.6	53.65	1759.0	11721.6396	6196.73	1107.83		129.94	19.77
1.4486	11345.2002	36.6	53.5	1730.0	11736.8301	6178.23	1100.96		129.87	20.28
1.4489	6.42	35.89	50.99	1713.0	11672.8799	0.0	1093.14		129.72	20.77
1.455	11409.2998	35.03	48.13	1714.0	11648.7197	6132.4502	1091.48		128.24	20.95
1.4543	6.42	35.03	48.05	1664.0	11541.3896	0.0	1076.3199		128.0	22.14
1.4571	11361.5	34.34	47.5	1657.0	0.0	0.0	1065.45		128.25	24.05
1.4573	11497.5996	34.34	47.72	1688.0	11492.54	6071.2202	1076.92		128.37	21.91
1.462	11497.5996	35.5	48.03	1678.0	11552.79	0.0	1086.46		127.48	20.06
1.4635	11780.0996	35.5	48.84	1645.0	11551.0098	0.0	1084.5601		127.96	20.07
1.468	11797.2002	35.68	48.0	1613.0	0.0	0.0	1073.4301		126.98	20.19
	11736.2002	34.4	45.05	1578.0	0.0	6002.5	1052.67			22.56
1.4646	11796.0	34.63	44.9	1574.0	11316.04	5977.8599	1049.49		127.92	21.94
1.4588	11768.2998	36.91	48.49	1696.0	11520.75	0.0	1088.85		128.6	20.39
1.4573	6.46	35.77	48.5	1650.0	11633.2998	6055.79	1073.01		128.46	21.56
1.4609	11645.9004	35.08	46.97	1601.0	11531.1104	5981.8799	1054.99		127.78	22.41
1.4596	6.62	36.34	48.2	1653.0	11336.9502	0.0	1074.5601		127.61	20.72
1.4476	11690.2998	37.59	49.45	1719.0	11356.1904	6160.8901	1097.28		128.74	19.35
1.4556	11838.4004	36.96	49.11	1726.0	11642.9697	6127.8999	1091.0699		127.88	19.19
1.4554	11832.7998	37.83	49.69	1730.0	11738.6904	6150.5298	1098.23		128.09	18.5
1.4607	11974.5996	38.1	50.49	1741.0	11847.3203	6193.8799	1106.59		125.79	17.7
1.4588	7.12	37.46	49.35	1702.0	11856.54	6135.0898	1091.88		125.66	19.24
1.456	11753.2998	37.52	48.39	1664.0	11801.1602	6080.7402	1079.88		124.13	20.05
1.4586	11795.2002	37.52	48.02	1673.0	11961.9805	0.0	1086.02		124.08	19.58
1.4524	6.62	38.37	48.48	1698.0	11979.8496	6157.1899	1097.08		125.13	18.23
1.4573	6.5	37.8	47.93	1661.0	11976.2803	6102.73	1083.8199		124.8	18.9
1.4569					11976.3496				124.9	
1.4624	6.34	37.2	46.66	1652.0	11936.0801	6054.3101	1074.55		124.5	20.31
1.4599	11430.7002	36.97	46.04	1624.0	11853.0	0.0	1067.66		124.28	20.39
1.4648	11380.5996	36.01	44.64	1632.0	11770.0303	6003.7598	1064.66		123.08	20.61
1.4633	11301.9004	35.95	45.46	1616.0	11763.7002	6035.27	1067.14		124.11	19.98
	11359.7998	34.66	43.9	1563.0	11901.3896	5901.8301	1040.6801			23.37
	6.3	34.65	43.45	1578.0	11653.0703	5878.9902	1040.6899			23.89
1.4554	11402.4004	34.7	45.18	1595.0	11663.8701	5920.8701	1049.9		124.63	22.61
1.4588	11380.7998	33.69	44.54	1555.0	11574.9404	5816.0801	1029.15		124.31	24.16
1.4605	6.3	33.69	44.67	1535.0	11438.5303	5832.1499	1027.53		124.62	23.51
1.4607	6.4	33.88	44.96	1531.0	11370.21	0.0	1030.74		124.44	23.72
1.4652	11215.0	32.93	43.2	1497.0	11449.4404	5765.54	1013.6		125.6	24.45
1.471	11148.0	33.17	43.75	1519.0	11327.0596	0.0	1020.26		125.59	24.15
1.4728	6.88	33.17	42.29	1497.0	11144.8398	0.0	1009.56		124.96	25.02
1.4775	6.62	33.0	42.35	1505.0	10920.6299	5712.46	1007.27		124.18	25.96
1.478	10832.2998	35.48	45.12	1553.0	10664.1104	0.0	1036.17		124.46	24.64
1.4865	10852.0	35.02	45.2	1543.0	10839.9297	5870.54	1037.14		124.53	24.24
1.4899	6.26	35.02	44.15	1497.0	10476.1797	0.0	1019.99		123.87	26.06
1.4995	6.42	33.38	42.81	1465.0	10612.9805	5734.1299	1006.29		123.38	27.48
1.4995	10591.9004	32.99	41.95	1441.0	10354.3496	5650.0698	989.14		121.42	27.23
1.5044	10657.2998	33.18	42.4	1460.0	10471.3203	5645.4199	992.72		121.36	26.98
1.4999	10609.0	32.93	41.91	1424.0	10496.6699	5568.5498	976.14		121.85	27.84
1.5263	6.62	32.93	41.25	1429.0	10074.5596	5543.2798	973.53		119.1	28.42
1.5225	10518.0996	32.72	42.62	1459.0	10261.5996	5626.9199	990.64		119.83	26.29
1.5258	10598.5	33.92	43.08	1463.0	10621.8398	5636.54	989.82		119.81	25.4
1.5293	6.82	31.36	41.44	1404.0	10595.4404	5535.2402	968.65		120.02	27.11
1.5314	10491.7998	31.23	41.42	1358.0	10622.3203	5423.0498	948.09		120.17	28.96
1.5263	6.4	30.95	41.27	1380.0	10812.2998	5426.8599	953.99		119.84	29.42
1.5244					10632.8096				120.06	
1.5214	10806.2002	32.59	43.68	1448.0	10826.0898	0.0	989.03		120.19	27.11
1.5347	10803.5	32.28	43.5	1406.0	10769.2002	0.0	976.98		118.66	28.25
1.5473	6.44	31.27	41.71	1381.0	10960.25	5423.5801	952.83		118.15	30.22
1.5463	6.4	30.15	40.09	1346.0	10752.6602	5254.5098	920.47		118.06	34.1
1.5497	6.3	30.57	41.0	1374.0	10485.7402	5262.5498	927.37		116.77	33.85
1.5501	10648.2998	30.21	41.4	1374.0	10601.4502	0.0	921.39		116.71	32.94
1.5654	6.38	30.08	41.15	1383.0	10375.1504	5188.8501	917.93		115.91	35.03
1.5716	10421.5	28.5	40.65	1375.0	10250.4199	0.0	900.94		115.83	36.65
1.5667	10335.0996	28.5	39.9	1397.0	10296.0195	5121.2798	906.04		116.31	35.45
1.5699	10452.5	27.2	38.7	1357.0	10498.2598	4994.29	881.56		116.86	35.12
1.5773	6.1	26.1	38.65	1319.0	10202.3604	0.0	847.75		115.93	38.17
1.5743	10110.2002	24.52	36.53	1283.0	10189.0098	0.0	819.85		116.63	41.87
1.5637	10313.9004	20.08	35.6	1229.0	10215.6299	0.0	797.7		117.45	44.92
1.5728	9971.9902	23.3	37.9	1290.0	9947.7197	0.0	843.43		116.26	39.86
1.577	9884.7803	22.35	37.54	1240.0	9929.9102	0.0	838.68		116.62	39.27
1.5659	9773.1201	22.25	38.02	1262.0	9591.0303	4872.7998	852.84		118.79	35.51
1.5579	5.56	25.1	39.57	1335.0	9666.6699	5125.1899	898.96		119.91	31.33
1.5716	10155.2002	24.89	40.97	1344.0	10003.7197	0.0	902.78		120.09	31.92
1.5618	10267.4004	24.96	40.35	1328.0	9877.9404	5195.6099	911.62		119.79	32.03
1.5569	5.64	25.02	39.65	1280.0	9793.5098	0.0	884.66		119.5	36.95
1.5694	5.54	23.85	38.28	1248.0	9709.6602	4954.6401	864.24		119.33	41.29
1.5664	9862.3301	22.35	36.75	1206.0	9704.9297	0.0	834.6		119.08	45.08
1.5382	9700.6904	23.65	38.06	1260.0	9501.0195	0.0	859.57		120.97	42.03
1.5337	9977.7402	24.04	38.39	1281.0	9834.4004	0.0	876.77		120.5	38.73
1.5312	9962.2402	26.38	41.18	1317.0	9799.5703	5160.0898	905.46		120.62	36.33
1.5244	10014.0996	26.35	42.73	1306.0	9999.79	5185.6699	908.64		120.07	35.33
1.5307	9959.9199	25.46	41.89	1307.0	9747.8203	0.0	903.8		118.97	37.05
1.5321	10100.0996	24.4	41.2	1269.0	9688.6104	5057.8398	884.21		119.14	35.82
1.5446	5.78	25.14	44.01	1334.0	9638.4102	0.0	919.62		116.56	32.36
1.5342	10219.7002	24.79	44.22	1345.0	9795.5703	5287.0801	930.25		117.62	29.43
1.5375	10265.0	24.86	44.33	1361.0	9788.1299	5278.0898	928.77		117.57	28.81
1.5284	5.76	27.21	46.38	1395.0	9599.0996	0.0	950.7		118.64	28.61
1.5258	10408.0	26.54	45.72	1377.0	9620.6904	0.0	937.43		119.07	29.59
1.5312	10402.2998	26.88	45.4	1409.0	9642.6104	0.0	949.36		118.55	28.23
1.5237	10424.0	26.69	45.21	1423.0	9814.0195	0.0	962.7		119.71	27.75
1.5209	10245.7002	25.71	44.36	1381.0	9867.4502	5343.4302	940.86		119.57	29.32
	5.74	26.49	44.96	1392.0	10067.7402	0.0	947.95			29.89
1.5305	10185.5	26.49	44.07	1348.0	9907.2998	5330.8501	934.82		118.18	30.11
1.5368	10130.2002	26.28	42.48	1314.0	9766.7305	5243.0898	917.87		118.35	33.32
1.5492	10061.2002	26.6	42.27	1336.0	9620.1396	5236.1099	917.8		118.17	33.67
1.547	5.52	26.4	42.72	1315.0	9619.2998	5239.8101	916.07		118.59	32.64
1.5501					9521.6299				118.1	
1.5635	9790.6797	24.75	39.91	1264.0	9217.04	0.0	878.02		117.15	39.97
1.5647	9820.3301	25.39	41.36	1292.0	9075.0898	5118.0	893.4		118.0	37.44
1.5667	9726.0303	24.1	39.28	1251.0	9222.1201	5054.5601	879.15		118.32	38.86
1.5601	9720.8604	23.91	40.06	1295.0	9129.0703	0.0	893.92		118.58	36.33
1.5586	5.28	23.59	40.97	1305.0	9306.2598	5172.0298	902.96		118.86	36.45
1.5528	5.2	23.15	40.4	1320.0	9309.3096	5200.0498	909.58		119.78	35.08
1.5477	9882.3496	23.15	40.34	1315.0	9400.0801	5205.7598	909.45		120.54	34.81
1.5545	9896.3301	22.01	39.76	1280.0	9415.2305	5089.5601	886.91		120.29	37.5
1.561	9650.9697	22.04	39.92	1291.0	9241.9297	5100.2402	889.81		120.99	35.82
1.5446	9505.1299	21.71	40.08	1276.0	0.0	5112.9302	891.1		122.15	36.74
1.5347	4.8	21.71	38.94	1260.0	9543.9404	5011.0	873.52		122.46	38.01
1.5492	4.52	20.44	38.1	1252.0	9472.0596	4987.52	869.46		121.48	37.52
1.554	9427.79	19.87	33.9	1216.0	9669.6201	0.0	843.32		121.1	40.65
1.554	9328.2197	20.18	34.42	1221.0	9481.0801	0.0	845.39		123.28	38.98
1.5596	9314.8701	19.25	33.39	1185.0	0.0	0.0	833.7		123.78	39.68
1.5571	4.22	18.64	33.19	1182.0	9321.6396	0.0	819.29		123.33	40.52
1.561	9124.9102	18.89	34.69	1222.0	9165.4102	0.0	839.66		122.79	37.33
1.5586	9270.71	19.27	35.28	1222.0	9320.9199	4914.6699	854.95		122.52	34.6
1.5521	9294.46	18.34	33.86	1199.0	9530.4404	4760.6099	827.37		123.0	36.97
1.5726	9072.21	18.99	33.88	1172.0	9383.29	0.0	815.28		121.73	39.69
1.5696	4.3	18.99	35.8	1214.0	9162.2598	4873.75	847.91		122.62	34.12
1.5657	4.26	18.25	34.0	1187.0	9049.3301	4762.0898	827.91		123.13	36.83
1.5699	8984.3203	18.25	31.68	1166.0	8936.4297	0.0	818.95		122.9	37.31
1.5674	4.2	16.54	31.03	1140.0	9027.5498	0.0	800.58		123.1	39.46
1.5672	4.02	16.77	29.76	1119.0	8688.0	4521.2202	785.28		124.3	42.64
1.5564	8977.4102	16.77	30.95	1129.0	8708.9004	0.0	798.55		124.29	41.02
1.5581	3.98	15.45	29.31	1114.0	8539.3398	0.0	776.76		123.7	42.13
1.5623	8858.6904	15.45	30.95	1163.0	8439.6201	4590.7998	803.92		123.61	37.55
1.5605	8965.7305	17.19	33.4	1210.0	8529.6104	4754.6899	835.32		124.03	35.7
1.5574	8965.7305	16.88	34.53	1221.0	0.0	0.0	841.44		124.15	36.04
1.555	4.4	18.61	37.06	1282.0	8836.7305	4992.8101	881.27		124.69	34.02
1.5533	4.3	18.29	36.46	1232.0	8884.8701	4888.3398	860.02		124.32	36.0
1.5518	4.5	18.79	38.02	1272.0	8959.8799	4995.2402	879.2		124.85	34.1
1.5477	4.6	18.97	37.2	1288.0	9086.1299	5011.3101	884.39		125.38	33.53
1.5442	4.9	18.97	38.38	1310.0	8978.4102	0.0	899.72		124.8	33.11
1.5468	9548.9404	19.91	37.54	1293.0	8689.3896	0.0	890.16		125.1	34.09
1.5485	9804.6504	19.77	38.02	1320.0	8714.5195	5059.0	896.14		124.18	33.2
1.5473	4.74	19.7	36.97	1299.0	8614.2998	4993.1299	882.5		124.4	34.03
1.555	4.78	20.37	38.41	1331.0	8726.29	0.0	897.65		123.97	30.0
1.5542	9853.7402	21.25	37.84	1316.0	8757.5098	5028.5498	890.23		123.7	31.07
1.5593	4.86	20.46	38.2	1301.0	8708.7598	0.0	882.15		122.44	32.27
