gbpusd	hangseng	jpm	ms	nasdaq	nikkei	nya	sp500	usdeur	usdjpy	vix
	2.75	36.13	38.22	2366.0	12878.6602	8229.0303	1266.84	0.0		20.97
1.8386	21056.6992	36.61	38.58	2362.0	12778.71	8263.7197	1271.51	0.6827	109.84	20.49
1.8383	2.68	37.14	39.05	2382.0	12752.96	8349.8398	1281.66	0.6791	109.73	19.76
1.8292	2.63	38.88	40.6	2412.0	12768.25	0.0	1300.6801	0.6796	109.41	19.43
1.8237	21261.9004	38.49	40.83	2368.0	13072.8701	0.0	1282.83	0.6816	108.52	20.65
1.7988					12834.1797			0.6861	108.13	
1.7863	21042.5	38.99	41.3	2349.0	12609.4697	8296.9697	1277.58	0.6889	108.84	21.99
1.7764	20585.0996	39.71	42.17	2334.0	12689.5898	8269.25	1274.98	0.6903	108.43	21.43
1.7723	2.56	37.91	40.34	2259.0	12557.6602	8008.25	1236.83	0.701	108.09	24.03
1.7668	2.48	39.6	41.36	2256.0	12212.2305	8033.7598	1242.3101	0.7005	106.45	23.06
1.7643	2.55	41.55	43.27	2270.0	12624.46	8168.6201	1267.79	0.6644	107.97	22.64
1.7641	20491.0996	39.47	40.4	2210.0	12400.6504	7871.1499	1224.51	0.7068	107.46	25.47
1.7552	2.51	39.4	38.92	2229.0	12346.6299	7957.2598	1232.04	0.7151	107.56	24.52
1.7507	19388.6992	41.65	38.71	2258.0	12102.5	8011.25	1249.05	0.7145	106.52	24.39
1.7859	19352.9004	41.17	37.23	2261.0	12214.7598	8091.8398	1251.7	0.7023	107.29	25.66
1.7937	2.19	37.0	32.19	2180.0		0.0	1192.7	0.7008	106.24	31.7
1.7743	18300.5996	40.74	28.7	2208.0	11609.7197	0.0	1213.6	0.7075	104.89	30.3
1.7955	2.12	35.77	21.75	2099.0	11749.79	0.0	1156.39	0.6979	104.75	36.22
1.8193	17632.5	40.3	22.55	2199.0	11489.2998	7775.1602	1206.51	0.6991	104.88	33.1
1.8327	19327.6992	47.05	27.21	2274.0	11920.8604	8187.1299	1255.08	0.6936	106.8	32.07
1.8441	19632.1992	40.8	27.09	2179.0	12090.5898	7918.6099	1207.09	0.6759	106.78	33.85
1.855	18872.8008	40.56	28.0	2153.0		7785.27	1188.22	0.6806	105.73	35.72
1.8523	2.2	40.5	24.79	2156.0	12115.0303	7768.8198	1185.87	0.6834	106.03	35.19
1.8472	2.24	43.46	27.1	2187.0	12006.5303	0.0	1209.1801	0.683	106.42	32.82
1.8432	18682.0996	48.24	24.75	2183.0	11893.1602	0.0	1213.27	0.685	106.03	34.74
1.8094	17880.6992	41.0	20.99	1984.0	11743.6104	7204.0098	1106.42	0.6948	104.85	46.72
1.7821	2.08	46.7	23.0	2092.0	11259.8604	7532.7998	1166.36	0.7094	106.17	39.39
1.7704	2.06	49.63	24.42	2069.0	11368.2598	0.0	1161.0601	0.7135	105.59	39.81
1.7583	2.02	49.85	23.21	1977.0	11154.7598	7155.4102	1114.28	0.7242	105.28	45.26
1.775	17682.4004	45.9	23.92	1947.0	10938.1396	0.0	1099.23	0.7254	105.83	45.14
1.7339	16803.8008	44.0	23.5	1863.0	10473.0898	6754.9102	1056.89	0.7405	101.16	52.05
1.7602	1.9	39.32	17.65	1755.0	10155.9004	6388.3799	996.23	0.7359	102.54	53.68
1.7331	15431.7002	39.3	16.8	1740.0	9203.3203	6306.3501	984.94	0.6686	100.0	57.53
1.7238	15943.2002	36.68	12.45	1645.0	9157.4902	5809.98	909.92	0.7354	100.68	63.92
1.702	14796.9004	41.64	9.68	1650.0	8276.4297	5704.1299	899.22	0.7464	99.86	69.95
1.7416	16312.2002	41.99	18.1	1844.0		6400.96	1003.35	0.7341	100.8	54.99
1.7532	1.97	40.71	21.94	1779.0	9447.5703	0.0	998.01	0.7343	102.43	55.13
1.7456	15998.2998	38.49	18.13	1628.0	9547.4697	0.0	907.84	0.7438	101.34	69.25
1.7229	15230.5	40.49	18.69	1718.0	8458.4502	0.0	946.43	0.7413	100.4	67.61
1.7258	14554.2002	39.33	19.24	1711.0	8693.8203	0.0	940.55	0.745	101.4	70.33
1.7135	15323.0	40.66	19.77	1770.0	9005.5898	6287.6001	985.4	0.7511	101.52	52.97
1.6957	15041.2002	39.74	20.2	1697.0	9306.25	6051.3398	955.05	0.7656	100.98	53.11
1.6334	14266.5996	37.17	19.33	1616.0	8674.6904	0.0	896.78	0.7802	98.92	69.65
1.6198	1.3	37.85	18.08	1604.0	8460.9805	5671.9302	908.11	0.7725	97.56	67.8
1.5837	1.05	35.43	16.52	1552.0	7649.0801	0.0	876.77	0.7918	93.17	79.13
1.5468	11015.7998	34.0	13.73	1506.0	7162.8999	0.0	848.92	0.8023	93.3	80.06
1.5591	12596.2998	37.6	15.2	1649.0	7621.9199	5733.4502	940.51	0.7807	95.69	66.96
1.6297	12702.0996	35.71	14.76	1657.0	8211.9004	0.0	930.09	0.7716	97.49	69.96
1.6263	1.43	37.62	16.09	1699.0	9029.7598	0.0	954.09	0.7771	97.49	62.9
1.6158	13968.7002	41.25	17.47	1721.0	8576.9805	6061.0898	968.75	0.7873	98.36	59.89
1.5848	1.58	40.73	18.0	1726.0		0.0	966.3	0.7925	98.94	53.68
1.6075	14384.2998	42.17	18.9	1780.0	9114.5996	0.0	1005.75	0.7702	99.71	47.73
1.6164	14840.2002	39.22	17.06	1682.0	9521.2402	6012.1699	952.77	0.7741	99.4	54.56
1.5892	13790.0	38.26	15.39	1609.0	8899.1396	5667.3999	904.88	0.7877	98.06	63.68
1.5762	14243.4004	37.75	15.98	1647.0	8583.0	0.0	930.99	0.7865	98.24	56.1
1.5701	14744.5996	36.41	14.58	1617.0	9081.4297	5802.0498	919.21	0.7844	98.61	59.98
1.5417	1.38	36.35	14.08	1581.0	8809.2998	5634.3701	898.95	0.799	97.45	61.44
1.5049	13939.0996	34.57	11.94	1499.0	8695.5098	0.0	852.3	0.8026	95.54	66.46
1.481	13221.2998	37.19	13.21	1597.0	8238.6396	0.0	911.29	0.7819	95.93	59.83
1.4828	13542.7002	34.47	12.03	1517.0	8462.3896	5452.6299	873.29	0.7938	96.79	66.31
1.4982	13529.5	32.77	11.22	1482.0	8522.5801	0.0	850.75	0.7909	96.59	69.15
1.5013	1.32	32.14	12.03	1483.0	8328.4102	5365.6602	859.12	0.7913	97.39	67.64
1.5112	1.34	28.47	10.25	1386.0	8273.2197	0.0	806.58	0.7997	96.9	74.26
1.4776	12298.5996	23.38	9.2	1316.0	7703.04	0.0	752.44	0.8039	95.03	80.86
1.4785	1.34	22.72	10.05	1384.0	7910.79	0.0	800.03	0.7942	94.99	72.67
1.509	12457.9004	27.58	13.38	1472.0		5313.7598	851.81	0.7741	96.39	64.7
1.5297	12878.5996	29.77	14.27	1465.0	8323.9297	0.0	857.39	0.7672	95.55	60.9
1.5399	13369.5	30.62	14.5	1532.0	8213.2197	0.0	887.68	0.7752	95.06	54.92
1.5411					8373.3896			0.7755	95.58	
1.5345	1.28	31.66	14.75	1536.0	8512.2695	0.0	896.24	0.7875	95.25	55.28
1.4839	1.25	26.12	11.35	1398.0	8397.2197	0.0	816.21	0.7937	93.81	68.51
1.4937	13405.7998	28.53	12.04	1450.0	7863.6899	0.0	848.81	0.7866	93.58	62.98
1.4822	13588.7002	30.25	13.85	1492.0	8004.1001	0.0	870.74	0.7869	93.33	60.72
1.469	1.18	31.08	14.94	1446.0	7924.2402	5232.2598	845.22	0.7828	92.82	63.64
1.4567	13846.0996	33.35	15.72	1509.0	7917.5098	0.0	876.07	0.7863	92.05	59.93
1.4861	1.16	36.49	16.3	1572.0	8329.0498	0.0	909.7	0.6703	93.04	58.49
1.4799	14753.2002	33.96	14.97	1547.0	8395.8701	0.0	888.67	0.7736	92.6	58.91
1.482	15577.7002	33.52	14.6	1565.0	8660.2402	0.0	899.24	0.7684	92.8	55.73
1.4944	15613.9004	29.94	13.74	1508.0	8720.5498	5504.73	873.59	0.7502	91.8	55.78
1.4923	14758.4004	30.94	13.85	1541.0	8235.8701	0.0	879.73	0.7488	91.23	54.28
1.5362	1.11	28.63	13.64	1508.0	8664.6602	0.0	868.57	0.7301	90.49	56.76
1.5291	15130.2002	32.35	16.13	1590.0	8568.0195	5804.9702	913.18	0.7111	90.09	52.37
1.5426	1.07	31.86	16.5	1579.0	8612.5195	0.0	904.42	0.694	87.95	49.84
1.5339	15497.7998	30.21	16.23	1552.0	8667.2305	5617.7598	885.28	0.6996	89.22	47.34
1.4918	1.09	30.32	15.45	1564.0	8588.5195	5616.1201	887.88	0.7181	89.54	44.93
1.4733	1.13	29.82	14.58	1532.0	8723.7803	0.0	871.63	0.7164	90.36	44.56
1.4693	14220.7998	29.11	14.44	1522.0		0.0	863.16	0.7175	90.56	45.02
1.4721	14184.0996	29.85	14.5	1525.0	8517.0996	0.0	868.15	0.7138	90.58	44.21
					8599.5			0.7135		
	1.11	29.8	14.65	1530.0	8739.5195	5538.1899	872.8	0.7129		43.38
1.4559	14328.5	29.78	14.9	1510.0	8747.1699	5534.6401	869.42	0.7123	90.08	43.9
1.4427	14235.5	31.01	15.19	1551.0	8859.5596	5670.0	890.64	0.7072	90.18	41.63
1.4376	1.14	31.53	16.04	1577.0		0.0	903.25	0.7153	90.55	40.0
								0.7143		
1.4502	15042.7998	31.35	16.99	1632.0		0.0	931.8	0.7182	90.97	39.19
1.4567	1.25	29.25	17.62	1628.0	9043.1201	0.0	927.45	0.7328	93.06	39.08
1.4686	1.25	29.88	19.58	1652.0	9080.8398	5968.8398	934.7	0.7402	94.48	38.56
1.5161	14987.5	28.09	18.1	1599.0	9239.2402	5799.0498	906.65	0.7347	92.82	43.39
1.5201	14415.9004	27.22	18.82	1617.0	8876.4199	5837.1401	909.73	0.73	91.24	42.56
1.5231	14377.4004	25.97	19.06	1572.0	8836.7998	0.0	890.35	0.7432	90.22	42.82
1.4841	13971.0	24.91	18.79	1539.0		5551.0298	870.26	0.7485	89.22	45.84
1.4559	1.28	26.35	18.86	1546.0	8413.9102	5538.8398	871.79	0.7575	89.57	43.27
1.4549	13704.5996	25.91	17.19	1490.0	8438.4502	5328.6802	842.62	0.7566	88.8	49.14
1.4565	1.2	24.34	16.26	1512.0	8023.3101	5347.75	843.74	0.76	89.72	51.0
1.4834	1.2	22.82	15.59	1529.0	8230.1504	0.0	850.12	0.7523	90.63	46.11
1.4521					8256.8496			0.7637	90.4	
1.3966	1.15	18.09	13.1	1441.0	8065.79	5058.0601	805.22	0.7761	90.15	56.65
1.3733	12583.5996	22.63	16.86	1507.0	7901.6401	5273.9902	840.24	0.7689	87.64	46.42
1.3748	12658.0	23.1	17.58	1465.0	8051.7402	0.0	827.5	0.7688	88.69	47.29
1.3668	12578.5996	24.28	18.71	1477.0	7745.25	0.0	831.95	0.7713	89.4	47.27
1.3938	12578.5996	24.5	19.08	1489.0	7682.1401	5244.6099	836.57	0.758	89.47	45.69
1.4171	12578.5996	25.06	19.79	1505.0	8061.0698	5315.4399	845.71	0.7567	88.88	42.25
1.4304	12578.5996	27.66	23.0	1558.0	8106.29	0.0	874.09	0.7603	89.71	39.66
1.4323	13154.4004	25.43	21.38	1508.0	8251.2402	5300.8999	845.14	0.7729	89.89	42.63
1.4416	13278.2002	25.51	20.23	1476.0	7994.0498	0.0	825.88	0.779	89.81	44.84
1.4162	12861.5	25.19	20.8	1494.0	7873.98	0.0	825.44	0.7803	89.86	45.52
1.4355	12776.9004	24.05	20.94	1516.0	7825.5098	5268.02	838.51	0.7685	89.13	43.06
1.4546	1.19	24.04	22.01	1515.0	8038.9399	5242.75	832.23	0.7779	89.71	43.85
1.4628	13178.9004	24.54	23.19	1546.0	7949.6499	5326.0098	845.85	0.7818	90.26	43.73
1.4735	13655.0	27.63	22.87	1592.0	8076.6201	0.0	868.6	0.7736	91.55	43.37
1.4912	1.2	27.28	23.61	1592.0	7969.0298	5479.8799	869.89	0.7717	91.68	43.64
1.469	1.2	24.62	20.79	1525.0	7945.9399	0.0	827.16	0.7743	91.19	46.67
1.4352	1.25	26.09	22.91	1531.0		5252.6802	833.74	0.7771	90.29	44.53
1.4248	13228.2998	26.19	22.99	1542.0	7705.3599	5256.4502	835.19	0.7757	90.65	41.25
1.4434	1.21	24.69	22.93	1534.0	7779.3999	0.0	826.84	0.7772	91.96	42.93
1.4241					7750.1699			0.7813	91.87	
1.4255	12945.4004	21.65	19.76	1471.0	7645.5098	4939.1099	789.17	0.7948	92.42	48.66
1.419	13016.0	21.51	20.18	1468.0	7534.4399	4924.54	788.42	0.7956	93.6	48.46
1.4312	13023.4004	20.6	19.93	1443.0	7557.6499	4881.1602	778.94	0.79	94.09	47.08
1.4321	12699.2002	19.9	19.43	1441.0	7416.3799	0.0	770.05	0.7732	94.18	49.3
1.4557	13175.0996	19.51	18.82	1388.0	7376.1602	4633.7798	743.33	0.7888	94.47	52.62
1.4423	1.2	21.02	22.07	1442.0	7268.5601	0.0	773.14	0.7768	96.76	45.49
1.4237	13005.0996	21.73	21.76	1425.0	7461.2202	4753.1699	764.9	0.7859	97.04	44.67
1.4363	12894.9004	23.05	21.33	1391.0	7457.9302	4713.02	752.83	0.7861	98.38	44.66
1.4255	12811.5996	22.85	19.54	1378.0	7568.4199	0.0	735.09	0.7887	97.84	46.35
1.4006	12317.5	21.16	17.95	1323.0	7280.1499	0.0	700.82	0.7959	97.57	52.65
1.4045	12033.9004	21.01	18.18	1321.0	7229.7202	4334.7002	696.33	0.798	98.51	50.93
1.4109	12331.2002	19.3	19.4	1354.0	7290.96	4464.8901	712.87	0.7913	99.4	47.56
1.4123	12211.2002	16.6	17.98	1300.0	7433.4902	4267.6001	682.55	0.797	98.24	50.17
1.4151	11921.5	15.93	17.18	1294.0	7173.1001	0.0	683.38	0.7913	97.8	49.33
1.3756	1.09	15.9	16.48	1269.0	7086.0298	0.0	676.53	0.7922	98.88	49.68
1.3843	11694.0	19.5	20.84	1358.0	7054.98	0.0	719.6	0.7864	98.4	44.37
1.3774	11930.7002	20.4	22.51	1372.0	7376.1201	0.0	721.36	0.7808	97.76	43.61
1.3809	1.08	23.2	24.18	1426.0	7198.25	0.0	750.74	0.7753	97.87	41.18
1.3971	12525.7998	23.75	25.43	1432.0	7569.2798	0.0	756.55	0.7734	98.05	42.36
1.409	12976.7002	23.09	23.04	1404.0	7704.1499	4728.9102	753.89	0.7706	98.18	43.74
1.4017	12878.0996	25.14	23.81	1462.0	7949.1299	0.0	778.12	0.7673	98.86	40.8
1.3971	13117.2002	27.11	24.19	1491.0	7972.1699	0.0	794.35	0.7416	98.09	40.06
1.4584	1.12	24.95	21.04	1483.0	7945.96	0.0	784.04	0.732	93.86	43.68
1.4433	12833.5	23.15	20.24	1457.0		0.0	768.54	0.7363	96.19	45.89
1.4495	1.12	28.86	24.43	1556.0	8215.5303	0.0	822.92	0.7342	97.32	43.23
1.4728	1.11	26.4	25.13	1517.0	8488.2998	0.0	806.12	0.7418	97.87	42.93
1.4587	13622.0996	28.56	25.91	1529.0	8479.9902	5127.0	813.88	0.7365	97.71	42.25
1.4496	14109.0	29.1	25.65	1587.0	8636.3301	0.0	832.86	0.7391	98.48	40.36
1.4323	1.1	27.4	24.35	1545.0	8626.9697	5096.6401	815.94	0.7523	98.0	41.04
1.4189	1.07	24.85	22.13	1502.0	8236.0801	4899.0498	787.53	0.7584	96.91	45.54
1.4331	13576.0	26.58	22.77	1529.0	8109.5298	4978.98	797.87	0.7549	98.77	44.14
1.438	13519.5	28.14	23.73	1552.0	8351.9102	5085.7598	811.08	0.7552	98.81	42.28
1.474	1.1	28.16	23.11	1603.0	8719.7803	5267.1001	834.38	0.7426	99.48	42.04
1.4805	14545.7002	29.28	24.06	1622.0	8749.8398	0.0	842.5	0.7413	99.69	39.7
1.4797	14998.0	28.2	23.31	1607.0	8857.9297	5249.48	835.48	0.746	100.79	40.93
1.475	14929.0	27.25	23.32	1562.0	8832.8496	0.0	815.55	0.7532	100.53	40.39
1.4643	14474.9004	27.43	22.69	1591.0	8595.0098	0.0	825.16	0.7546	100.04	38.85
1.4655	14901.4004	32.75	25.35	1653.0	8916.0596	0.0	856.56	0.7599	100.34	36.53
					8964.1104			0.759		
	1.2	33.7	26.89	1653.0	8924.4297	0.0	858.73	0.7483		37.81
1.4895	15580.2002	30.7	23.67	1626.0	8842.6797	5301.5	841.5	0.7533	99.25	37.67
1.4983	15669.5996	32.56	23.45	1627.0	8742.96	0.0	852.06	0.7561	99.41	36.17
1.4912	1.27	33.24	23.97	1670.0	8755.2598	0.0	865.3	0.7587	99.18	35.79
1.4805	15601.2998	33.26	25.0	1673.0	8907.5801	5480.6001	869.6	0.7666	98.96	33.94
1.4539	15750.9004	29.69	23.52	1608.0	8924.75	5220.1201	832.39	0.7735	98.35	39.18
1.4618	15285.9004	32.53	24.65	1644.0	8711.3301	0.0	850.08	0.7731	98.33	37.14
1.4536	14878.5	31.9	22.44	1646.0	8727.2998	0.0	843.55	0.7689	98.07	38.1
1.4609	1.25	33.21	21.96	1652.0	8847.0098	5372.1001	851.92	0.761	97.94	37.15
1.4715	15258.7998	33.38	21.96	1694.0	8707.9902	5468.4102	866.23	0.7543	97.4	36.82
1.4663	14840.4004	32.78	21.26	1679.0	8726.3398	5389.8301	857.51	0.7681	96.64	38.32
1.4659	14555.0996	32.79	21.08	1674.0	8493.7695	0.0	855.16	0.7616	96.6	37.95
1.4767	1.36	34.48	23.07	1712.0		5516.1401	873.64	0.7538	96.98	36.08
1.482	1.33	33.0	23.64	1717.0	8828.2598	5513.3599	872.81	0.7556	98.33	36.5
1.4857	15521.0	32.49	25.82	1719.0	8977.3701	5568.7598	877.52	0.7537	99.34	35.3
	16381.0	35.79	27.02	1764.0		5800.2202	907.24	0.7452		34.53
1.5073	16430.0996	34.82	27.21	1754.0		0.0	903.8	0.751	98.85	33.36
1.5049	1.51	37.22	28.51	1759.0		5890.5498	919.53	0.7511	98.71	32.45
1.5041	17217.9004	35.24	27.14	1716.0	9385.7002	0.0	907.39	0.7467	98.93	33.44
1.5062	1.54	38.94	28.2	1739.0	9432.8301	0.0	929.23	0.7332	98.93	32.05
1.5112	17087.9004	35.83	26.07	1731.0	9451.9805	0.0	909.24	0.7358	97.66	32.87
1.527	17153.5996	35.36	26.42	1716.0	9298.6104	5859.1401	908.35	0.7329	96.56	31.8
1.5159	17059.5996	34.05	25.1	1664.0	9340.4902	5666.4702	883.92	0.7359	96.07	33.65
1.514	1.51	35.54	26.57	1689.0	9093.7305	0.0	893.07	0.7333	95.63	31.37
1.5259	16790.6992	34.91	26.13	1680.0	9265.0195	5662.8901	882.88	0.7406	95.34	33.12
1.5306	17022.9004	37.26	28.28	1732.0	9038.6904	0.0	909.71	0.7376	95.78	30.24
1.5503	17544.0	35.81	28.91	1735.0	9290.29	0.0	908.13	0.7336	96.18	28.8
1.5648	17475.8008	34.55	28.0	1728.0	9344.6396	0.0	903.47	0.7261	95.35	29.03
1.5719	1.62	34.9	28.09	1695.0	9264.1504	5780.54	888.33	0.7191	94.58	31.35
1.588	1.63	34.41	28.23	1692.0	9225.8096	5789.6201	887.0	0.7141	94.67	32.63
					9347.0			0.7139		
1.5943	16991.5996	36.54	29.02	1750.0	9310.8096	5936.5801	910.33	0.7146	94.78	30.62
1.6034	1.62	34.66	28.61	1731.0	9438.7695	5823.5601	893.06	0.7229	95.14	32.36
1.5969	17885.3008	36.65	29.43	1752.0	9451.3896	0.0	906.83	0.7178	96.74	31.67
1.6125	1.61	36.9	30.32	1774.0	9522.5	0.0	919.14	0.7064	95.46	28.92
1.6428	18888.5996	36.11	29.89	1829.0	9677.75	0.0	942.87	0.706	96.62	30.04
1.6563	18389.0996	34.5	30.09	1837.0	9704.3096	0.0	944.74	0.6989	95.96	29.63
1.6384	18576.5	33.98	29.72	1826.0	9741.6699	0.0	931.76	0.7067	95.75	31.02
1.6206	18502.8008	35.35	31.2	1850.0	9668.96	6110.7598	942.46	0.7053	96.36	30.18
1.6012	18679.5	34.55	30.97	1849.0	9768.0098	6082.6401	940.09	0.7157	98.0	29.62
1.5985	18253.4004	35.39	31.39	1842.0	9865.6299	0.0	939.14	0.7193	98.66	29.77
1.6272	18058.5	35.26	30.98	1860.0	9786.8203	6101.5698	942.43	0.7111	97.48	28.27
1.6363	1.59	34.84	29.26	1853.0	9991.4902	0.0	939.15	0.7151	98.12	28.46
1.652	18791.0	34.94	29.49	1862.0	9981.3301	0.0	944.89	0.7087	97.91	28.11
1.6461	18889.6992	35.13	29.7	1859.0	10135.8203	0.0	946.21	0.7142	98.26	28.15
1.6338	18499.0	34.0	28.4	1816.0	10039.6699	0.0	923.72	0.7254	97.98	30.81
1.6438	18165.5	33.5	28.1	1796.0	9752.8799	0.0	911.97	0.7231	96.67	32.68
1.6288	18084.5996	32.73	27.48	1808.0	9840.8496	5864.5498	910.71	0.7175	95.67	31.54
1.6346	1.41	34.17	28.03	1808.0	9703.7197	5906.2002	918.37	0.7187	96.32	30.03
1.6433	17920.9004	35.0	28.27	1827.0	9786.2598	0.0	921.23	0.717	96.73	27.99
1.6394	18059.5996	32.87	26.63	1766.0	9826.2695	0.0	893.04	0.7212	95.96	31.17
1.6312	17538.4004	33.57	27.7	1765.0	9549.6104	0.0	895.1	0.7106	95.29	30.58
1.6487	17892.1992	33.46	27.65	1792.0	9590.3203	5795.7202	900.94	0.7173	95.37	29.05
1.6294	18275.0	34.14	27.87	1830.0	9796.0801	5911.0298	920.26	0.715	96.35	26.36
1.6517	1.3	34.45	28.62	1838.0	9877.3896	5906.96	918.9	0.7116	95.35	25.93
1.6548	1.31	34.6	29.1	1844.0	9783.4697	0.0	927.23	0.7099	95.7	25.35
1.6468	18378.6992	34.11	28.51	1835.0	9958.4404	5905.1499	919.32	0.7123	96.5	26.35
1.6479	18378.6992	33.77	28.36	1846.0	9939.9297	0.0	923.33	0.7072	96.67	26.22
1.6369	18178.0996	32.57	26.98	1797.0	9876.1504	0.0	896.42	0.7165	95.96	27.95
1.6342					9816.0703			0.7163	96.07	
1.6199	1.27	32.6	26.85	1787.0	9680.8701	0.0	898.72	0.7155	94.77	29.0
1.6185	1.27	32.81	26.15	1746.0	9647.79	5654.6401	881.03	0.7186	95.07	30.85
1.6086	17721.0996	32.71	25.5	1747.0	9420.75	5624.5698	879.56	0.7205	94.14	31.3
1.6235	1.23	33.62	25.88	1753.0	9291.0596	0.0	882.68	0.7129	92.81	29.78
1.6204	17708.4004	32.34	25.94	1756.0	9287.2803	5627.52	879.13	0.7177	92.24	29.02
1.6104	17254.5996	34.71	27.91	1793.0	9050.3301	5761.3701	901.05	0.7148	92.56	26.31
1.6274	17885.6992	34.7	27.88	1800.0	9261.8096	5805.5801	905.84	0.7157	93.0	25.02
1.6419	18258.6992	36.26	28.8	1863.0	9269.25	5993.1602	932.68	0.7091	93.88	25.89
1.643	18361.9004	36.13	28.56	1885.0	9344.1602	0.0	940.74	0.7072	93.64	25.42
1.6325	18805.6992	36.89	27.99	1887.0	9395.3203	6038.1099	940.38	0.709	94.09	24.34
1.6472	19502.4004	36.98	28.34	1909.0		6141.2998	951.13	0.7036	94.55	24.4
1.6462	19501.6992	36.94	27.56	1916.0	9652.0195	0.0	954.58	0.7043	93.65	23.87
1.6435	19248.1992	36.83	27.54	1926.0	9723.1602	0.0	954.07	0.7039	93.69	23.47
1.6528	19817.6992	38.15	28.54	1974.0	9792.9404	0.0	976.29	0.706	94.84	23.43
1.6415	1.36	37.92	28.25	1966.0	9944.5498	6337.46	979.26	0.7036	94.7	23.09
1.6497	20251.5996	38.13	28.05	1968.0	10088.6602	6364.6602	982.18	0.7019	95.32	24.28
1.6469	1.34	38.08	27.38	1976.0	10087.2598	6328.6699	979.62	0.7069	94.54	25.01
1.641	1.34	37.77	27.16	1968.0	10113.2402	6280.5698	975.15	0.7135	95.0	25.61
1.6492	20234.0996	38.47	28.36	1984.0	10165.21	6384.3101	986.75	0.71	95.61	25.4
1.6579	20573.3008	38.65	28.5	1979.0	10356.8301	6424.2798	987.48	0.7013	95.18	25.92
1.6928	1.44	39.6	29.31	2009.0	10352.4697	0.0	1002.63	0.6939	95.22	25.56
1.6904	20796.4004	40.21	30.07	2011.0	10375.0098	6569.1401	1005.65	0.6935	95.28	24.89
1.6964	20494.8008	41.78	31.05	1993.0	10252.5303	6558.1899	1002.72	0.6939	94.91	24.9
1.6801	1.45	40.75	30.55	1973.0	10388.0898	0.0	997.08	0.6957	95.57	25.67
1.6677	20375.4004	42.36	31.22	2000.0	10412.0898	6586.71	1010.48	0.7047	97.43	24.76
1.6534	20929.5	42.69	30.83	1992.0	10524.2598	6550.0498	1007.1	0.7077	97.36	24.99
1.6499	21074.1992	41.24	29.89	1970.0	10585.46	6463.6201	994.35	0.7067	95.89	25.99
1.6536	20435.1992	42.21	29.98	1999.0	10435.0	6538.8701	1005.81	0.7034	96.23	25.45
1.6592	1.42	42.9	29.88	2009.0	10517.1904	0.0	1012.73	0.7005	95.47	24.71
1.653	20893.3008	42.45	29.79	1986.0	10597.3301	0.0	1004.09	0.7039	94.52	24.27
1.6311	1.51	40.73	28.54	1931.0	10268.6104	6352.1099	979.73	0.7089	94.43	27.89
1.653	20306.3008	41.7	28.78	1956.0	10284.96	0.0	989.67	0.706	94.74	26.18
1.6496	1.53	41.41	28.83	1969.0	10204.0	6479.2798	996.46	0.7016	93.75	26.26
1.6486	1.53	42.42	29.36	1989.0	10383.4102	0.0	1007.37	0.7013	94.33	25.09
1.6508	20199.0	43.66	29.69	2021.0	10238.2002	0.0	1026.13	0.6983	94.58	25.01
1.6413	1.51	43.01	29.65	2018.0	10581.0498	0.0	1025.5699	0.6996	94.88	25.14
1.6374	20435.1992	43.58	30.19	2024.0	10497.3604	6697.2202	1028.0	0.7001	94.34	24.92
1.6213	20456.3008	43.3	29.53	2024.0	10639.71	6687.9399	1028.12	0.7024	94.35	24.95
1.6175	20242.8008	43.45	29.84	2028.0	10473.9697	6722.3101	1030.98	0.6957	93.52	24.68
1.6311	20098.5996	42.92	29.51	2029.0	10534.1396	0.0	1028.9301	0.6964	93.47	24.76
	19724.1992	43.46	28.96	2009.0	10492.5303	6643.2402	1020.62	0.6972		26.01
1.6227	1.38	41.67	27.45	1969.0		0.0	998.04	0.7036	93.11	29.15
1.625	19522.0	40.86	27.09	1967.0	10280.46	0.0	994.75	0.7006	92.49	28.9
1.6338	19761.6992	42.11	27.65	1983.0	10214.6396	6546.6001	1003.24	0.7014	92.52	27.1
1.6344	20318.5996	42.34	27.65	2019.0	10187.1104	6637.1299	1016.4	0.6996	92.94	25.26
1.6375					10320.9404			0.6977	93.08	
1.6564	21069.8008	42.54	27.8	2038.0	10393.2305	0.0	1025.39	0.6895	92.17	25.62
1.6567	20851.0	42.86	28.55	2060.0	10312.1396	0.0	1033.37	0.6874	91.75	24.32
1.6674	1.4	43.02	28.64	2084.0	10513.6699	0.0	1044.14	0.6858	91.77	23.55
1.6705	21161.4004	42.5	28.82	2081.0	10444.3301	6843.8198	1042.73	0.6859	90.57	24.15
1.6614	1.36	43.75	28.75	2092.0	10202.0596	0.0	1049.34	0.6829	90.7	23.86
1.6431	20866.4004	43.19	28.74	2103.0	10217.6201	6917.0698	1052.63	0.6816	91.26	23.42
1.6504	21402.9004	44.65	30.15	2133.0	10270.7695	7038.1401	1068.76	0.6797	91.08	23.69
1.6537	1.38	44.96	31.05	2127.0	10443.7998	0.0	1065.49	0.6787	91.15	23.65
1.6291	21623.4004	44.95	31.38	2133.0	10370.54	0.0	1068.3	0.6795	91.33	23.92
1.6182	21472.8008	44.55	31.61	2138.0	0.0	6968.5898	1064.66	0.681	92.23	24.06
1.6373	1.37	46.47	32.98	2146.0		0.0	1071.66	0.6751	91.15	23.08
